Molecule,Molecule Formula,Replicate Name,Normalization Method,Average Measured Retention Time,Total Area Fragment,Normalized Area
AMINOISOBUTANOATE,C4H9NO2,Sample169,Ratio to Global Standards,5.3,366419,6.98E-03
AMINOISOBUTANOATE,C4H9NO2,Sample170,Ratio to Global Standards,5.3,379619,6.49E-03
AMINOISOBUTANOATE,C4H9NO2,Sample171,Ratio to Global Standards,5.3,311213,5.30E-03
AMINOISOBUTANOATE,C4H9NO2,Sample172,Ratio to Global Standards,5.3,385645,6.87E-03
AMINOISOBUTANOATE,C4H9NO2,Sample173,Ratio to Global Standards,5.3,359699,5.93E-03
AMINOISOBUTANOATE,C4H9NO2,Sample174,Ratio to Global Standards,5.3,535773,8.84E-03
AMINOISOBUTANOATE,C4H9NO2,Sample175,Ratio to Global Standards,5.3,473612,9.00E-03
AMINOISOBUTANOATE,C4H9NO2,Sample176,Ratio to Global Standards,5.3,317297,5.33E-03
AMINOISOBUTANOATE,C4H9NO2,Sample177,Ratio to Global Standards,5.3,371105,6.58E-03
AMINOISOBUTANOATE,C4H9NO2,Sample178,Ratio to Global Standards,5.3,272174,4.64E-03
AMINOISOBUTANOATE,C4H9NO2,Sample179,Ratio to Global Standards,5.3,636392,1.06E-02
AMINOISOBUTANOATE,C4H9NO2,Sample180,Ratio to Global Standards,5.3,473127,7.91E-03
AMINOISOBUTANOATE,C4H9NO2,Sample181,Ratio to Global Standards,5.3,587175,9.20E-03
AMINOISOBUTANOATE,C4H9NO2,Sample182,Ratio to Global Standards,5.3,393685,6.19E-03
AMINOISOBUTANOATE,C4H9NO2,db,Ratio to Global Standards,5.3,7740,7.50E-01
AMINOISOBUTANOATE,C4H9NO2,iroa_end,Ratio to Global Standards,5.3,1041693,1.77E-02
AMINOISOBUTANOATE,C4H9NO2,iroa_start,Ratio to Global Standards,5.3,1501747,1.89E-02
AMINOISOBUTANOATE,C4H9NO2,pb,Ratio to Global Standards,5.3,14017,1.93E-04
AMINOISOBUTANOATE,C4H9NO2,pool_115-133,Ratio to Global Standards,5.3,378211,6.69E-03
AMINOISOBUTANOATE,C4H9NO2,pool_1-19,Ratio to Global Standards,5.3,503044,8.46E-03
AMINOISOBUTANOATE,C4H9NO2,pool_134-152,Ratio to Global Standards,5.3,426818,7.62E-03
AMINOISOBUTANOATE,C4H9NO2,pool_153-171,Ratio to Global Standards,5.3,325037,6.13E-03
AMINOISOBUTANOATE,C4H9NO2,pool_172-182,Ratio to Global Standards,5.3,307168,5.79E-03
AMINOISOBUTANOATE,C4H9NO2,pool_20-38,Ratio to Global Standards,5.3,453214,7.57E-03
AMINOISOBUTANOATE,C4H9NO2,pool_39-57,Ratio to Global Standards,5.3,490325,8.13E-03
AMINOISOBUTANOATE,C4H9NO2,pool_58-76,Ratio to Global Standards,5.3,423647,7.31E-03
AMINOISOBUTANOATE,C4H9NO2,pool_77-95,Ratio to Global Standards,5.3,476906,8.80E-03
AMINOISOBUTANOATE,C4H9NO2,pool_96-114,Ratio to Global Standards,5.3,464558,8.43E-03
AMINOISOBUTANOATE,C4H9NO2,pool_final,Ratio to Global Standards,5.3,327983,8.62E-03
ANSERINE,C10H16N4O3,Sample1,Ratio to Global Standards,6.61,10248,1.55E-04
ANSERINE,C10H16N4O3,Sample2,Ratio to Global Standards,6.61,4186,6.07E-05
ANSERINE,C10H16N4O3,Sample3,Ratio to Global Standards,6.61,3696,5.11E-05
ANSERINE,C10H16N4O3,Sample4,Ratio to Global Standards,6.61,3266,4.07E-05
ANSERINE,C10H16N4O3,Sample5,Ratio to Global Standards,6.61,6773,8.86E-05
ANSERINE,C10H16N4O3,Sample6,Ratio to Global Standards,6.61,6187,8.65E-05
ANSERINE,C10H16N4O3,Sample7,Ratio to Global Standards,6.61,5566,7.30E-05
ANSERINE,C10H16N4O3,Sample8,Ratio to Global Standards,6.61,12272,1.78E-04
ANSERINE,C10H16N4O3,Sample9,Ratio to Global Standards,6.61,11220,1.64E-04
ANSERINE,C10H16N4O3,Sample10,Ratio to Global Standards,6.61,14202,2.00E-04
ANSERINE,C10H16N4O3,Sample11,Ratio to Global Standards,6.61,11109,1.57E-04
ANSERINE,C10H16N4O3,Sample12,Ratio to Global Standards,6.61,7076,1.05E-04
ANSERINE,C10H16N4O3,Sample13,Ratio to Global Standards,6.61,8756,1.44E-04
ANSERINE,C10H16N4O3,Sample14,Ratio to Global Standards,6.61,5122,7.16E-05
ANSERINE,C10H16N4O3,Sample15,Ratio to Global Standards,6.61,14598,2.15E-04
ANSERINE,C10H16N4O3,Sample16,Ratio to Global Standards,6.61,8901,1.30E-04
ANSERINE,C10H16N4O3,Sample17,Ratio to Global Standards,6.61,4828,7.48E-05
ANSERINE,C10H16N4O3,Sample18,Ratio to Global Standards,6.61,10499,1.54E-04
ANSERINE,C10H16N4O3,Sample19,Ratio to Global Standards,6.61,662,1.02E-05
ANSERINE,C10H16N4O3,Sample20,Ratio to Global Standards,6.61,9924,1.60E-04
ANSERINE,C10H16N4O3,Sample21,Ratio to Global Standards,6.61,6113,1.02E-04
ANSERINE,C10H16N4O3,Sample22,Ratio to Global Standards,6.61,6653,1.06E-04
ANSERINE,C10H16N4O3,Sample23,Ratio to Global Standards,6.61,3521,5.88E-05
ANSERINE,C10H16N4O3,Sample24,Ratio to Global Standards,6.61,8009,1.42E-04
ANSERINE,C10H16N4O3,Sample25,Ratio to Global Standards,6.61,6189,1.07E-04
ANSERINE,C10H16N4O3,Sample26,Ratio to Global Standards,6.61,4028,6.46E-05
ANSERINE,C10H16N4O3,Sample27,Ratio to Global Standards,6.61,5615,8.97E-05
ANSERINE,C10H16N4O3,Sample28,Ratio to Global Standards,6.61,5719,9.36E-05
ANSERINE,C10H16N4O3,Sample29,Ratio to Global Standards,6.61,2609,4.01E-05
ANSERINE,C10H16N4O3,Sample30,Ratio to Global Standards,6.61,5434,9.08E-05
ANSERINE,C10H16N4O3,Sample31,Ratio to Global Standards,6.61,7462,1.22E-04
ANSERINE,C10H16N4O3,Sample32,Ratio to Global Standards,6.61,4956,8.55E-05
ANSERINE,C10H16N4O3,Sample33,Ratio to Global Standards,6.61,2916,4.67E-05
ANSERINE,C10H16N4O3,Sample34,Ratio to Global Standards,6.61,5303,8.48E-05
ANSERINE,C10H16N4O3,Sample35,Ratio to Global Standards,6.61,1963,3.19E-05
ANSERINE,C10H16N4O3,Sample36,Ratio to Global Standards,6.61,4156,6.43E-05
ANSERINE,C10H16N4O3,Sample37,Ratio to Global Standards,6.61,1291,2.30E-05
ANSERINE,C10H16N4O3,Sample38,Ratio to Global Standards,6.61,3582,5.38E-05
ANSERINE,C10H16N4O3,Sample39,Ratio to Global Standards,6.61,5471,9.54E-05
ANSERINE,C10H16N4O3,Sample40,Ratio to Global Standards,6.61,2819,4.90E-05
ANSERINE,C10H16N4O3,Sample41,Ratio to Global Standards,6.61,1311,2.23E-05
ANSERINE,C10H16N4O3,Sample42,Ratio to Global Standards,6.61,3889,6.40E-05
ANSERINE,C10H16N4O3,Sample43,Ratio to Global Standards,6.61,5275,9.22E-05
ANSERINE,C10H16N4O3,Sample44,Ratio to Global Standards,6.61,4944,8.55E-05
ANSERINE,C10H16N4O3,Sample45,Ratio to Global Standards,6.61,6910,1.15E-04
ANSERINE,C10H16N4O3,Sample46,Ratio to Global Standards,6.61,2764,4.70E-05
ANSERINE,C10H16N4O3,Sample47,Ratio to Global Standards,6.61,2357,3.84E-05
ANSERINE,C10H16N4O3,Sample48,Ratio to Global Standards,6.61,1750,2.88E-05
ANSERINE,C10H16N4O3,Sample49,Ratio to Global Standards,6.61,3285,5.41E-05
ANSERINE,C10H16N4O3,Sample50,Ratio to Global Standards,6.61,4763,7.12E-05
ANSERINE,C10H16N4O3,Sample51,Ratio to Global Standards,6.61,11732,1.97E-04
ANSERINE,C10H16N4O3,Sample52,Ratio to Global Standards,6.61,9338,1.60E-04
ANSERINE,C10H16N4O3,Sample53,Ratio to Global Standards,6.61,4417,7.81E-05
ANSERINE,C10H16N4O3,Sample54,Ratio to Global Standards,6.61,5047,8.32E-05
ANSERINE,C10H16N4O3,Sample55,Ratio to Global Standards,6.61,6645,1.13E-04
ANSERINE,C10H16N4O3,Sample56,Ratio to Global Standards,6.61,8935,1.62E-04
ANSERINE,C10H16N4O3,Sample57,Ratio to Global Standards,6.61,4703,7.89E-05
ANSERINE,C10H16N4O3,Sample58,Ratio to Global Standards,6.61,2426,4.22E-05
ANSERINE,C10H16N4O3,Sample59,Ratio to Global Standards,6.61,4821,8.19E-05
ANSERINE,C10H16N4O3,Sample60,Ratio to Global Standards,6.61,3011,5.36E-05
ANSERINE,C10H16N4O3,Sample61,Ratio to Global Standards,6.61,3988,6.77E-05
ANSERINE,C10H16N4O3,Sample62,Ratio to Global Standards,6.61,8759,1.46E-04
ANSERINE,C10H16N4O3,Sample63,Ratio to Global Standards,6.61,3807,6.71E-05
ANSERINE,C10H16N4O3,Sample64,Ratio to Global Standards,6.61,8200,1.40E-04
ANSERINE,C10H16N4O3,Sample65,Ratio to Global Standards,6.61,5519,9.71E-05
ANSERINE,C10H16N4O3,Sample66,Ratio to Global Standards,6.61,669,1.25E-05
ANSERINE,C10H16N4O3,Sample67,Ratio to Global Standards,6.61,1191,2.11E-05
ANSERINE,C10H16N4O3,Sample68,Ratio to Global Standards,6.61,3098,6.00E-05
ANSERINE,C10H16N4O3,Sample69,Ratio to Global Standards,6.61,2097,3.89E-05
ANSERINE,C10H16N4O3,Sample70,Ratio to Global Standards,6.61,1398,2.60E-05
ANSERINE,C10H16N4O3,Sample71,Ratio to Global Standards,6.61,9424,1.56E-04
ANSERINE,C10H16N4O3,Sample72,Ratio to Global Standards,6.61,7350,1.19E-04
ANSERINE,C10H16N4O3,Sample73,Ratio to Global Standards,6.61,7697,1.29E-04
ANSERINE,C10H16N4O3,Sample74,Ratio to Global Standards,6.61,6859,1.19E-04
ANSERINE,C10H16N4O3,Sample75,Ratio to Global Standards,6.61,8990,1.78E-04
ANSERINE,C10H16N4O3,Sample76,Ratio to Global Standards,6.61,6386,1.09E-04
ANSERINE,C10H16N4O3,Sample77,Ratio to Global Standards,6.61,8063,1.41E-04
ANSERINE,C10H16N4O3,Sample78,Ratio to Global Standards,6.61,7621,1.46E-04
ANSERINE,C10H16N4O3,Sample79,Ratio to Global Standards,6.61,5809,1.01E-04
ANSERINE,C10H16N4O3,Sample80,Ratio to Global Standards,6.61,19795,3.59E-04
ANSERINE,C10H16N4O3,Sample81,Ratio to Global Standards,6.61,5180,9.40E-05
ANSERINE,C10H16N4O3,Sample82,Ratio to Global Standards,6.61,1915,3.27E-05
ANSERINE,C10H16N4O3,Sample83,Ratio to Global Standards,6.61,10402,1.85E-04
ANSERINE,C10H16N4O3,Sample84,Ratio to Global Standards,6.61,2434,4.06E-05
ANSERINE,C10H16N4O3,Sample85,Ratio to Global Standards,6.61,12759,2.28E-04
ANSERINE,C10H16N4O3,Sample86,Ratio to Global Standards,6.61,12659,2.20E-04
ANSERINE,C10H16N4O3,Sample87,Ratio to Global Standards,6.61,15846,2.83E-04
ANSERINE,C10H16N4O3,Sample88,Ratio to Global Standards,6.61,13306,2.46E-04
ANSERINE,C10H16N4O3,Sample89,Ratio to Global Standards,6.61,11149,2.03E-04
ANSERINE,C10H16N4O3,Sample90,Ratio to Global Standards,6.61,8582,1.52E-04
ANSERINE,C10H16N4O3,Sample91,Ratio to Global Standards,6.61,5504,9.69E-05
ANSERINE,C10H16N4O3,Sample92,Ratio to Global Standards,6.61,9233,1.62E-04
ANSERINE,C10H16N4O3,Sample93,Ratio to Global Standards,6.61,3687,6.81E-05
ANSERINE,C10H16N4O3,Sample94,Ratio to Global Standards,6.61,1333,2.27E-05
ANSERINE,C10H16N4O3,Sample95,Ratio to Global Standards,6.61,6428,1.19E-04
ANSERINE,C10H16N4O3,Sample96,Ratio to Global Standards,6.61,3227,6.11E-05
ANSERINE,C10H16N4O3,Sample97,Ratio to Global Standards,6.61,3508,6.72E-05
ANSERINE,C10H16N4O3,Sample98,Ratio to Global Standards,6.61,1740,3.32E-05
ANSERINE,C10H16N4O3,Sample99,Ratio to Global Standards,6.61,2319,4.21E-05
ANSERINE,C10H16N4O3,Sample100,Ratio to Global Standards,6.61,9348,1.68E-04
ANSERINE,C10H16N4O3,Sample101,Ratio to Global Standards,6.61,3940,6.94E-05
ANSERINE,C10H16N4O3,Sample102,Ratio to Global Standards,6.61,4661,8.45E-05
ANSERINE,C10H16N4O3,Sample103,Ratio to Global Standards,6.61,4779,8.47E-05
ANSERINE,C10H16N4O3,Sample104,Ratio to Global Standards,6.61,2224,3.88E-05
ANSERINE,C10H16N4O3,Sample105,Ratio to Global Standards,6.61,4813,8.88E-05
ANSERINE,C10H16N4O3,Sample106,Ratio to Global Standards,6.61,4748,7.91E-05
ANSERINE,C10H16N4O3,Sample107,Ratio to Global Standards,6.61,2606,4.26E-05
ANSERINE,C10H16N4O3,Sample108,Ratio to Global Standards,6.61,22689,3.55E-04
ANSERINE,C10H16N4O3,Sample109,Ratio to Global Standards,6.61,6970,1.12E-04
ANSERINE,C10H16N4O3,Sample110,Ratio to Global Standards,6.61,3573,5.37E-05
ANSERINE,C10H16N4O3,Sample111,Ratio to Global Standards,6.61,11540,1.81E-04
ANSERINE,C10H16N4O3,Sample112,Ratio to Global Standards,6.61,2853,4.31E-05
ANSERINE,C10H16N4O3,Sample113,Ratio to Global Standards,6.61,3484,5.29E-05
ANSERINE,C10H16N4O3,Sample114,Ratio to Global Standards,6.61,2806,5.00E-05
ANSERINE,C10H16N4O3,Sample115,Ratio to Global Standards,6.61,3683,6.33E-05
ANSERINE,C10H16N4O3,Sample116,Ratio to Global Standards,6.61,2943,4.43E-05
ANSERINE,C10H16N4O3,Sample117,Ratio to Global Standards,6.61,6017,9.91E-05
ANSERINE,C10H16N4O3,Sample118,Ratio to Global Standards,6.61,4848,7.90E-05
ANSERINE,C10H16N4O3,Sample119,Ratio to Global Standards,6.61,10432,1.76E-04
ANSERINE,C10H16N4O3,Sample120,Ratio to Global Standards,6.61,3385,5.30E-05
ANSERINE,C10H16N4O3,Sample121,Ratio to Global Standards,6.61,7209,1.22E-04
ANSERINE,C10H16N4O3,Sample122,Ratio to Global Standards,6.61,3831,6.02E-05
ANSERINE,C10H16N4O3,Sample123,Ratio to Global Standards,6.61,4861,7.74E-05
ANSERINE,C10H16N4O3,Sample124,Ratio to Global Standards,6.61,2666,4.14E-05
ANSERINE,C10H16N4O3,Sample125,Ratio to Global Standards,6.61,2251,3.70E-05
ANSERINE,C10H16N4O3,Sample126,Ratio to Global Standards,6.61,2572,4.55E-05
ANSERINE,C10H16N4O3,Sample127,Ratio to Global Standards,6.61,4200,7.24E-05
ANSERINE,C10H16N4O3,Sample128,Ratio to Global Standards,6.61,5233,8.54E-05
ANSERINE,C10H16N4O3,Sample129,Ratio to Global Standards,6.61,2591,4.32E-05
ANSERINE,C10H16N4O3,Sample130,Ratio to Global Standards,6.61,9495,1.51E-04
ANSERINE,C10H16N4O3,Sample131,Ratio to Global Standards,6.61,4435,6.86E-05
ANSERINE,C10H16N4O3,Sample132,Ratio to Global Standards,6.61,3732,5.12E-05
ANSERINE,C10H16N4O3,Sample133,Ratio to Global Standards,6.61,8434,1.40E-04
ANSERINE,C10H16N4O3,Sample134,Ratio to Global Standards,6.61,7038,1.21E-04
ANSERINE,C10H16N4O3,Sample135,Ratio to Global Standards,6.61,7532,1.24E-04
ANSERINE,C10H16N4O3,Sample136,Ratio to Global Standards,6.61,4589,7.73E-05
ANSERINE,C10H16N4O3,Sample137,Ratio to Global Standards,6.61,3922,6.76E-05
ANSERINE,C10H16N4O3,Sample138,Ratio to Global Standards,6.61,4744,7.97E-05
ANSERINE,C10H16N4O3,Sample139,Ratio to Global Standards,6.61,6591,1.08E-04
ANSERINE,C10H16N4O3,Sample140,Ratio to Global Standards,6.61,5392,8.27E-05
ANSERINE,C10H16N4O3,Sample141,Ratio to Global Standards,6.61,4247,6.82E-05
ANSERINE,C10H16N4O3,Sample142,Ratio to Global Standards,6.61,5447,9.08E-05
ANSERINE,C10H16N4O3,Sample143,Ratio to Global Standards,6.61,6433,1.16E-04
ANSERINE,C10H16N4O3,Sample144,Ratio to Global Standards,6.61,3600,6.12E-05
ANSERINE,C10H16N4O3,Sample145,Ratio to Global Standards,6.61,6361,1.14E-04
ANSERINE,C10H16N4O3,Sample146,Ratio to Global Standards,6.61,10358,1.68E-04
ANSERINE,C10H16N4O3,Sample147,Ratio to Global Standards,6.61,8099,1.33E-04
ANSERINE,C10H16N4O3,Sample148,Ratio to Global Standards,6.61,891,1.51E-05
ANSERINE,C10H16N4O3,Sample149,Ratio to Global Standards,6.61,10273,1.61E-04
ANSERINE,C10H16N4O3,Sample150,Ratio to Global Standards,6.61,7967,1.33E-04
ANSERINE,C10H16N4O3,Sample151,Ratio to Global Standards,6.61,8163,1.53E-04
ANSERINE,C10H16N4O3,Sample152,Ratio to Global Standards,6.61,4445,7.69E-05
ANSERINE,C10H16N4O3,Sample153,Ratio to Global Standards,6.61,9212,1.65E-04
ANSERINE,C10H16N4O3,Sample154,Ratio to Global Standards,6.61,1335,2.19E-05
ANSERINE,C10H16N4O3,Sample155,Ratio to Global Standards,6.61,5179,8.75E-05
ANSERINE,C10H16N4O3,Sample156,Ratio to Global Standards,6.61,5752,9.88E-05
ANSERINE,C10H16N4O3,Sample157,Ratio to Global Standards,6.61,2552,4.15E-05
ANSERINE,C10H16N4O3,Sample158,Ratio to Global Standards,6.61,1718,2.86E-05
ANSERINE,C10H16N4O3,Sample159,Ratio to Global Standards,6.61,7289,1.29E-04
ANSERINE,C10H16N4O3,Sample160,Ratio to Global Standards,6.61,1883,3.67E-05
ANSERINE,C10H16N4O3,Sample161,Ratio to Global Standards,6.61,5318,1.02E-04
ANSERINE,C10H16N4O3,Sample162,Ratio to Global Standards,6.61,10143,1.81E-04
ANSERINE,C10H16N4O3,Sample163,Ratio to Global Standards,6.61,2352,4.25E-05
ANSERINE,C10H16N4O3,Sample164,Ratio to Global Standards,6.61,3790,6.50E-05
ANSERINE,C10H16N4O3,Sample165,Ratio to Global Standards,6.61,6617,1.14E-04
ANSERINE,C10H16N4O3,Sample166,Ratio to Global Standards,6.61,1686,3.08E-05
ANSERINE,C10H16N4O3,Sample167,Ratio to Global Standards,6.61,15559,2.82E-04
ANSERINE,C10H16N4O3,Sample168,Ratio to Global Standards,6.61,10408,1.95E-04
ANSERINE,C10H16N4O3,Sample169,Ratio to Global Standards,6.61,11395,2.17E-04
ANSERINE,C10H16N4O3,Sample170,Ratio to Global Standards,6.61,2558,4.37E-05
ANSERINE,C10H16N4O3,Sample171,Ratio to Global Standards,6.61,9070,1.54E-04
ANSERINE,C10H16N4O3,Sample172,Ratio to Global Standards,6.61,10405,1.85E-04
ANSERINE,C10H16N4O3,Sample173,Ratio to Global Standards,6.61,11200,1.85E-04
ANSERINE,C10H16N4O3,Sample174,Ratio to Global Standards,6.61,5364,8.85E-05
ANSERINE,C10H16N4O3,Sample175,Ratio to Global Standards,6.61,3195,6.07E-05
ANSERINE,C10H16N4O3,Sample176,Ratio to Global Standards,6.61,8914,1.50E-04
ANSERINE,C10H16N4O3,Sample177,Ratio to Global Standards,6.61,10346,1.83E-04
ANSERINE,C10H16N4O3,Sample178,Ratio to Global Standards,6.61,4777,8.14E-05
ANSERINE,C10H16N4O3,Sample179,Ratio to Global Standards,6.61,8126,1.36E-04
ANSERINE,C10H16N4O3,Sample180,Ratio to Global Standards,6.61,9702,1.62E-04
ANSERINE,C10H16N4O3,Sample181,Ratio to Global Standards,6.61,5191,8.14E-05
ANSERINE,C10H16N4O3,Sample182,Ratio to Global Standards,6.61,6905,1.09E-04
ANSERINE,C10H16N4O3,db,Ratio to Global Standards,6.61,3422,3.31E-01
ANSERINE,C10H16N4O3,iroa_end,Ratio to Global Standards,6.61,1256266,2.14E-02
ANSERINE,C10H16N4O3,iroa_start,Ratio to Global Standards,6.61,1563301,1.97E-02
ANSERINE,C10H16N4O3,pb,Ratio to Global Standards,6.61,2152,2.96E-05
ANSERINE,C10H16N4O3,pool_115-133,Ratio to Global Standards,6.61,13690,2.42E-04
ANSERINE,C10H16N4O3,pool_1-19,Ratio to Global Standards,6.61,111616,1.88E-03
ANSERINE,C10H16N4O3,pool_134-152,Ratio to Global Standards,6.61,19800,3.54E-04
ANSERINE,C10H16N4O3,pool_153-171,Ratio to Global Standards,6.61,15648,2.95E-04
ANSERINE,C10H16N4O3,pool_172-182,Ratio to Global Standards,6.61,15328,2.89E-04
ANSERINE,C10H16N4O3,pool_20-38,Ratio to Global Standards,6.61,63583,1.06E-03
ANSERINE,C10H16N4O3,pool_39-57,Ratio to Global Standards,6.61,47795,7.92E-04
ANSERINE,C10H16N4O3,pool_58-76,Ratio to Global Standards,6.61,31015,5.35E-04
ANSERINE,C10H16N4O3,pool_77-95,Ratio to Global Standards,6.61,30248,5.58E-04
ANSERINE,C10H16N4O3,pool_96-114,Ratio to Global Standards,6.61,25302,4.59E-04
ANSERINE,C10H16N4O3,pool_final,Ratio to Global Standards,6.61,14220,3.74E-04
ARGININE,C6H14N4O2,Sample1,Ratio to 13C,5.8,250277952,2.12E+00
ARGININE,C6H14N4O2,Sample2,Ratio to 13C,5.8,199108448,1.58E+00
ARGININE,C6H14N4O2,Sample3,Ratio to 13C,5.8,183624496,1.41E+00
ARGININE,C6H14N4O2,Sample4,Ratio to 13C,5.8,141953792,1.02E+00
ARGININE,C6H14N4O2,Sample5,Ratio to 13C,5.8,189503072,1.38E+00
ARGININE,C6H14N4O2,Sample6,Ratio to 13C,5.8,158184688,1.23E+00
ARGININE,C6H14N4O2,Sample7,Ratio to 13C,5.8,171373936,1.27E+00
ARGININE,C6H14N4O2,Sample8,Ratio to 13C,5.8,184452224,1.46E+00
ARGININE,C6H14N4O2,Sample9,Ratio to 13C,5.8,177564832,1.45E+00
ARGININE,C6H14N4O2,Sample10,Ratio to 13C,5.8,192408160,1.48E+00
ARGININE,C6H14N4O2,Sample11,Ratio to 13C,5.8,155351360,1.20E+00
ARGININE,C6H14N4O2,Sample12,Ratio to 13C,5.8,169573264,1.33E+00
ARGININE,C6H14N4O2,Sample13,Ratio to 13C,5.8,234545184,1.80E+00
ARGININE,C6H14N4O2,Sample14,Ratio to 13C,5.8,148139808,1.17E+00
ARGININE,C6H14N4O2,Sample15,Ratio to 13C,5.8,131545368,1.06E+00
ARGININE,C6H14N4O2,Sample16,Ratio to 13C,5.8,112737200,8.91E-01
ARGININE,C6H14N4O2,Sample17,Ratio to 13C,5.8,183285104,1.54E+00
ARGININE,C6H14N4O2,Sample18,Ratio to 13C,5.8,191160960,1.55E+00
ARGININE,C6H14N4O2,Sample19,Ratio to 13C,5.8,167092096,1.38E+00
ARGININE,C6H14N4O2,Sample20,Ratio to 13C,5.8,118216848,1.04E+00
ARGININE,C6H14N4O2,Sample21,Ratio to 13C,5.8,125286072,1.12E+00
ARGININE,C6H14N4O2,Sample22,Ratio to 13C,5.8,113314256,9.93E-01
ARGININE,C6H14N4O2,Sample23,Ratio to 13C,5.8,123047792,1.10E+00
ARGININE,C6H14N4O2,Sample24,Ratio to 13C,5.8,173372912,1.62E+00
ARGININE,C6H14N4O2,Sample25,Ratio to 13C,5.8,169910816,1.57E+00
ARGININE,C6H14N4O2,Sample26,Ratio to 13C,5.8,166999840,1.54E+00
ARGININE,C6H14N4O2,Sample27,Ratio to 13C,5.8,197795184,1.79E+00
ARGININE,C6H14N4O2,Sample28,Ratio to 13C,5.8,155670304,1.42E+00
ARGININE,C6H14N4O2,Sample29,Ratio to 13C,5.8,128570960,1.10E+00
ARGININE,C6H14N4O2,Sample30,Ratio to 13C,5.8,137542704,1.26E+00
ARGININE,C6H14N4O2,Sample31,Ratio to 13C,5.8,114686208,1.03E+00
ARGININE,C6H14N4O2,Sample32,Ratio to 13C,5.8,166722752,1.54E+00
ARGININE,C6H14N4O2,Sample33,Ratio to 13C,5.8,103103464,9.04E-01
ARGININE,C6H14N4O2,Sample34,Ratio to 13C,5.8,163413312,1.47E+00
ARGININE,C6H14N4O2,Sample35,Ratio to 13C,5.8,161323104,1.40E+00
ARGININE,C6H14N4O2,Sample36,Ratio to 13C,5.8,141494608,1.23E+00
ARGININE,C6H14N4O2,Sample37,Ratio to 13C,5.8,169441008,1.51E+00
ARGININE,C6H14N4O2,Sample38,Ratio to 13C,5.8,121640576,9.74E-01
ARGININE,C6H14N4O2,Sample39,Ratio to 13C,5.8,128246200,1.16E+00
ARGININE,C6H14N4O2,Sample40,Ratio to 13C,5.8,151486752,1.40E+00
ARGININE,C6H14N4O2,Sample41,Ratio to 13C,5.8,171724256,1.58E+00
ARGININE,C6H14N4O2,Sample42,Ratio to 13C,5.8,137858352,1.29E+00
ARGININE,C6H14N4O2,Sample43,Ratio to 13C,5.8,128078240,1.15E+00
ARGININE,C6H14N4O2,Sample44,Ratio to 13C,5.8,170933936,1.63E+00
ARGININE,C6H14N4O2,Sample45,Ratio to 13C,5.8,126946976,1.11E+00
ARGININE,C6H14N4O2,Sample46,Ratio to 13C,5.8,123102104,1.07E+00
ARGININE,C6H14N4O2,Sample47,Ratio to 13C,5.8,162768912,1.43E+00
ARGININE,C6H14N4O2,Sample48,Ratio to 13C,5.8,155556192,1.37E+00
ARGININE,C6H14N4O2,Sample49,Ratio to 13C,5.8,160069488,1.36E+00
ARGININE,C6H14N4O2,Sample50,Ratio to 13C,5.8,95738784,8.05E-01
ARGININE,C6H14N4O2,Sample51,Ratio to 13C,5.8,156968544,1.42E+00
ARGININE,C6H14N4O2,Sample52,Ratio to 13C,5.8,139013024,1.33E+00
ARGININE,C6H14N4O2,Sample53,Ratio to 13C,5.8,173455328,1.57E+00
ARGININE,C6H14N4O2,Sample54,Ratio to 13C,5.8,144492992,1.23E+00
ARGININE,C6H14N4O2,Sample55,Ratio to 13C,5.8,127513072,1.12E+00
ARGININE,C6H14N4O2,Sample56,Ratio to 13C,5.8,145042880,1.31E+00
ARGININE,C6H14N4O2,Sample57,Ratio to 13C,5.8,152704192,1.38E+00
ARGININE,C6H14N4O2,Sample58,Ratio to 13C,5.8,195223920,1.73E+00
ARGININE,C6H14N4O2,Sample59,Ratio to 13C,5.8,196966192,1.77E+00
ARGININE,C6H14N4O2,Sample60,Ratio to 13C,5.8,150660800,1.32E+00
ARGININE,C6H14N4O2,Sample61,Ratio to 13C,5.8,173046592,1.58E+00
ARGININE,C6H14N4O2,Sample62,Ratio to 13C,5.8,119835728,1.00E+00
ARGININE,C6H14N4O2,Sample63,Ratio to 13C,5.8,189472752,1.77E+00
ARGININE,C6H14N4O2,Sample64,Ratio to 13C,5.8,150679712,1.40E+00
ARGININE,C6H14N4O2,Sample65,Ratio to 13C,5.8,141181248,1.23E+00
ARGININE,C6H14N4O2,Sample66,Ratio to 13C,5.8,198404288,1.93E+00
ARGININE,C6H14N4O2,Sample67,Ratio to 13C,5.8,156094624,1.67E+00
ARGININE,C6H14N4O2,Sample68,Ratio to 13C,5.8,142913296,1.51E+00
ARGININE,C6H14N4O2,Sample69,Ratio to 13C,5.8,145703408,1.56E+00
ARGININE,C6H14N4O2,Sample70,Ratio to 13C,5.8,133464256,1.23E+00
ARGININE,C6H14N4O2,Sample71,Ratio to 13C,5.8,213662384,1.87E+00
ARGININE,C6H14N4O2,Sample72,Ratio to 13C,5.8,121264416,9.95E-01
ARGININE,C6H14N4O2,Sample73,Ratio to 13C,5.8,157195904,1.42E+00
ARGININE,C6H14N4O2,Sample74,Ratio to 13C,5.8,154550992,1.36E+00
ARGININE,C6H14N4O2,Sample75,Ratio to 13C,5.8,186347040,1.69E+00
